ANNO_SOLARE;COD_Ateneo;NOME_ATENEO;CODICE_GETTITO;DESCRIZIONE_GETTITO;CONSUNTIVO
2012;05401;Perugia - Università degli studi;04 ;Gettito relativo a corsi di perfezionamento e master;427877
2012;05401;Perugia - Università degli studi;041;Gettito relativo ai tirocini formativi attivi (TFA);484715
2012;05401;Perugia - Università degli studi;04a;Gettito relativo ad altri corsi;479636
2012;05401;Perugia - Università degli studi;05 ;Tassa regionale per il DSU (se riscossa da università);3513471
2012;05401;Perugia - Università degli studi;06a;Gettito esami di stato, tirocini e test pre-immatricolazioni;331100
2012;05401;Perugia - Università degli studi;07 ;Altre entrate non necessarie per l'iscrizione;1942064
2012;05401;Perugia - Università degli studi;08 ;Altro da studenti, non costituente gettito;259141
2012;05403;Perugia - Università per stranieri;01 ;Gettito relativo a corsi di laurea, corsi di laurea magistrale, corsi del vecchio ordinamento;917309
2012;05403;Perugia - Università per stranieri;02 ;Gettito relativo a corsi di dottorato;7750
2012;05403;Perugia - Università per stranieri;03 ;Gettito relativo a corsi di specializzazione;0
2012;05403;Perugia - Università per stranieri;04 ;Gettito relativo a corsi di perfezionamento e master;102500
2012;05403;Perugia - Università per stranieri;041;Gettito relativo ai tirocini formativi attivi (TFA);0
2012;05403;Perugia - Università per stranieri;04a;Gettito relativo ad altri corsi;3886821
2012;05403;Perugia - Università per stranieri;05 ;Tassa regionale per il DSU (se riscossa da università);163488
2012;05403;Perugia - Università per stranieri;06a;Gettito esami di stato, tirocini e test pre-immatricolazioni;0
2012;05403;Perugia - Università per stranieri;07 ;Altre entrate non necessarie per l'iscrizione;61096
2012;05403;Perugia - Università per stranieri;08 ;Altro da studenti, non costituente gettito;2396
2012;05601;Viterbo - Università della Tuscia;01 ;Gettito relativo a corsi di laurea, corsi di laurea magistrale, corsi del vecchio ordinamento;7334948
2012;05601;Viterbo - Università della Tuscia;02 ;Gettito relativo a corsi di dottorato;41192
2012;05601;Viterbo - Università della Tuscia;03 ;Gettito relativo a corsi di specializzazione;15733
2012;05601;Viterbo - Università della Tuscia;04 ;Gettito relativo a corsi di perfezionamento e master;148349
2012;05601;Viterbo - Università della Tuscia;041;Gettito relativo ai tirocini formativi attivi (TFA);0
2012;05601;Viterbo - Università della Tuscia;04a;Gettito relativo ad altri corsi;24428
2012;05601;Viterbo - Università della Tuscia;05 ;Tassa regionale per il DSU (se riscossa da università);919012
2012;05601;Viterbo - Università della Tuscia;06a;Gettito esami di stato, tirocini e test pre-immatricolazioni;66243
2012;05601;Viterbo - Università della Tuscia;07 ;Altre entrate non necessarie per l'iscrizione;134681
2012;05601;Viterbo - Università della Tuscia;08 ;Altro da studenti, non costituente gettito;139738
2012;05801;"Roma - Università degli studi ""La Sapienza""";01 ;Gettito relativo a corsi di laurea, corsi di laurea magistrale, corsi del vecchio ordinamento;104732667
2012;05801;"Roma - Università degli studi ""La Sapienza""";02 ;Gettito relativo a corsi di dottorato;697842
2012;05801;"Roma - Università degli studi ""La Sapienza""";03 ;Gettito relativo a corsi di specializzazione;3935003
2012;05801;"Roma - Università degli studi ""La Sapienza""";04 ;Gettito relativo a corsi di perfezionamento e master;4761989
2012;05801;"Roma - Università degli studi ""La Sapienza""";041;Gettito relativo ai tirocini formativi attivi (TFA);0
2012;05801;"Roma - Università degli studi ""La Sapienza""";04a;Gettito relativo ad altri corsi;364795
2012;05801;"Roma - Università degli studi ""La Sapienza""";05 ;Tassa regionale per il DSU (se riscossa da università);0
2012;05801;"Roma - Università degli studi ""La Sapienza""";06a;Gettito esami di stato, tirocini e test pre-immatricolazioni;3076740
2012;05801;"Roma - Università degli studi ""La Sapienza""";07 ;Altre entrate non necessarie per l'iscrizione;2629057
2012;05801;"Roma - Università degli studi ""La Sapienza""";08 ;Altro da studenti, non costituente gettito;923414
2012;05802;"Roma - Università degli studi di ""Tor Vergata""";01 ;Gettito relativo a corsi di laurea, corsi di laurea magistrale, corsi del vecchio ordinamento;31444589
2012;05802;"Roma - Università degli studi di ""Tor Vergata""";02 ;Gettito relativo a corsi di dottorato;226986
2012;05802;"Roma - Università degli studi di ""Tor Vergata""";03 ;Gettito relativo a corsi di specializzazione;1439355
2012;05802;"Roma - Università degli studi di ""Tor Vergata""";04 ;Gettito relativo a corsi di perfezionamento e master;4439495
2012;05802;"Roma - Università degli studi di ""Tor Vergata""";041;Gettito relativo ai tirocini formativi attivi (TFA);0
2012;05802;"Roma - Università degli studi di ""Tor Vergata""";04a;Gettito relativo ad altri corsi;314178
2012;05802;"Roma - Università degli studi di ""Tor Vergata""";05 ;Tassa regionale per il DSU (se riscossa da università);0
2012;05802;"Roma - Università degli studi di ""Tor Vergata""";06a;Gettito esami di stato, tirocini e test pre-immatricolazioni;1674778
2012;05802;"Roma - Università degli studi di ""Tor Vergata""";07 ;Altre entrate non necessarie per l'iscrizione;1370997
2012;05802;"Roma - Università degli studi di ""Tor Vergata""";08 ;Altro da studenti, non costituente gettito;730042
2012;05803;Roma - Libera Università Maria SS.Assunta (LUMSA);01 ;Gettito relativo a corsi di laurea, corsi di laurea magistrale, corsi del vecchio ordinamento;23184598
2012;05803;Roma - Libera Università Maria SS.Assunta (LUMSA);02 ;Gettito relativo a corsi di dottorato;35940
2012;05803;Roma - Libera Università Maria SS.Assunta (LUMSA);03 ;Gettito relativo a corsi di specializzazione;382074
2012;05803;Roma - Libera Università Maria SS.Assunta (LUMSA);04 ;Gettito relativo a corsi di perfezionamento e master;1265574
2012;05803;Roma - Libera Università Maria SS.Assunta (LUMSA);041;Gettito relativo ai tirocini formativi attivi (TFA);0
2012;05803;Roma - Libera Università Maria SS.Assunta (LUMSA);04a;Gettito relativo ad altri corsi;45330
2012;05803;Roma - Libera Università Maria SS.Assunta (LUMSA);05 ;Tassa regionale per il DSU (se riscossa da università);746060
2012;05803;Roma - Libera Università Maria SS.Assunta (LUMSA);06a;Gettito esami di stato, tirocini e test pre-immatricolazioni;0
2012;05803;Roma - Libera Università Maria SS.Assunta (LUMSA);07 ;Altre entrate non necessarie per l'iscrizione;175680
2012;05803;Roma - Libera Università Maria SS.Assunta (LUMSA);08 ;Altro da studenti, non costituente gettito;177960
2012;05805;Roma - Libera Università internazionale degli studi sociali Guido Carli (LUISS);01 ;Gettito relativo a corsi di laurea, corsi di laurea magistrale, corsi del vecchio ordinamento;57593831
2012;05805;Roma - Libera Università internazionale degli studi sociali Guido Carli (LUISS);02 ;Gettito relativo a corsi di dottorato;0
2012;05805;Roma - Libera Università internazionale degli studi sociali Guido Carli (LUISS);03 ;Gettito relativo a corsi di specializzazione;594500
2012;05805;Roma - Libera Università internazionale degli studi sociali Guido Carli (LUISS);04 ;Gettito relativo a corsi di perfezionamento e master;2054719
2012;05805;Roma - Libera Università internazionale degli studi sociali Guido Carli (LUISS);041;Gettito relativo ai tirocini formativi attivi (TFA);0
2012;05805;Roma - Libera Università internazionale degli studi sociali Guido Carli (LUISS);04a;Gettito relativo ad altri corsi;8263042
2012;05805;Roma - Libera Università internazionale degli studi sociali Guido Carli (LUISS);05 ;Tassa regionale per il DSU (se riscossa da università);0
2012;05805;Roma - Libera Università internazionale degli studi sociali Guido Carli (LUISS);06a;Gettito esami di stato, tirocini e test pre-immatricolazioni;548146
2012;05805;Roma - Libera Università internazionale degli studi sociali Guido Carli (LUISS);07 ;Altre entrate non necessarie per l'iscrizione;153700
2012;05805;Roma - Libera Università internazionale degli studi sociali Guido Carli (LUISS);08 ;Altro da studenti, non costituente gettito;0
2012;05806;"Roma - Università degli studi del ""Foro Italico""";01 ;Gettito relativo a corsi di laurea, corsi di laurea magistrale, corsi del vecchio ordinamento;2061238
2012;05806;"Roma - Università degli studi del ""Foro Italico""";02 ;Gettito relativo a corsi di dottorato;10523
2012;05806;"Roma - Università degli studi del ""Foro Italico""";03 ;Gettito relativo a corsi di specializzazione;0
2012;05806;"Roma - Università degli studi del ""Foro Italico""";04 ;Gettito relativo a corsi di perfezionamento e master;0
2012;05806;"Roma - Università degli studi del ""Foro Italico""";041;Gettito relativo ai tirocini formativi attivi (TFA);0
2012;05806;"Roma - Università degli studi del ""Foro Italico""";04a;Gettito relativo ad altri corsi;0
2012;05806;"Roma - Università degli studi del ""Foro Italico""";05 ;Tassa regionale per il DSU (se riscossa da università);226188
2012;05806;"Roma - Università degli studi del ""Foro Italico""";06a;Gettito esami di stato, tirocini e test pre-immatricolazioni;91080
2012;05806;"Roma - Università degli studi del ""Foro Italico""";07 ;Altre entrate non necessarie per l'iscrizione;52646
2012;05806;"Roma - Università degli studi del ""Foro Italico""";08 ;Altro da studenti, non costituente gettito;33550
2012;05807;Roma - III Università degli studi;01 ;Gettito relativo a corsi di laurea, corsi di laurea magistrale, corsi del vecchio ordinamento;29968915
2012;05807;Roma - III Università degli studi;02 ;Gettito relativo a corsi di dottorato;111966
2012;05807;Roma - III Università degli studi;03 ;Gettito relativo a corsi di specializzazione;292799
2012;05807;Roma - III Università degli studi;04 ;Gettito relativo a corsi di perfezionamento e master;1948293
2012;05807;Roma - III Università degli studi;041;Gettito relativo ai tirocini formativi attivi (TFA);950000
2012;05807;Roma - III Università degli studi;04a;Gettito relativo ad altri corsi;268802
2012;05807;Roma - III Università degli studi;05 ;Tassa regionale per il DSU (se riscossa da università);0
2012;05807;Roma - III Università degli studi;06a;Gettito esami di stato, tirocini e test pre-immatricolazioni;281080
2012;05807;Roma - III Università degli studi;07 ;Altre entrate non necessarie per l'iscrizione;1652637
2012;05807;Roma - III Università degli studi;08 ;Altro da studenti, non costituente gettito;666248
2012;05808;"Roma - Università ""Campus Bio-Medico""";01 ;Gettito relativo a corsi di laurea, corsi di laurea magistrale, corsi del vecchio ordinamento;9452398
2012;05808;"Roma - Università ""Campus Bio-Medico""";02 ;Gettito relativo a corsi di dottorato;364195
2012;05808;"Roma - Università ""Campus Bio-Medico""";03 ;Gettito relativo a corsi di specializzazione;645785
2012;05808;"Roma - Università ""Campus Bio-Medico""";04 ;Gettito relativo a corsi di perfezionamento e master;685640
2012;05808;"Roma - Università ""Campus Bio-Medico""";041;Gettito relativo ai tirocini formativi attivi (TFA);0
2012;05808;"Roma - Università ""Campus Bio-Medico""";04a;Gettito relativo ad altri corsi;0
2012;05808;"Roma - Università ""Campus Bio-Medico""";05 ;Tassa regionale per il DSU (se riscossa da università);0
2012;05808;"Roma - Università ""Campus Bio-Medico""";06a;Gettito esami di stato, tirocini e test pre-immatricolazioni;501207
2012;05808;"Roma - Università ""Campus Bio-Medico""";07 ;Altre entrate non necessarie per l'iscrizione;0
2012;05808;"Roma - Università ""Campus Bio-Medico""";08 ;Altro da studenti, non costituente gettito;0
2012;05809;Roma - Università degli Studi Internazionali  UNINT;01 ;Gettito relativo a corsi di laurea, corsi di laurea magistrale, corsi del vecchio ordinamento;4617014
2012;05809;Roma - Università degli Studi Internazionali  UNINT;02 ;Gettito relativo a corsi di dottorato;0
2012;05809;Roma - Università degli Studi Internazionali  UNINT;03 ;Gettito relativo a corsi di specializzazione;0
2012;05809;Roma - Università degli Studi Internazionali  UNINT;04 ;Gettito relativo a corsi di perfezionamento e master;261830
2012;05809;Roma - Università degli Studi Internazionali  UNINT;041;Gettito relativo ai tirocini formativi attivi (TFA);0
2012;05809;Roma - Università degli Studi Internazionali  UNINT;04a;Gettito relativo ad altri corsi;0
2012;05809;Roma - Università degli Studi Internazionali  UNINT;05 ;Tassa regionale per il DSU (se riscossa da università);0
2012;05809;Roma - Università degli Studi Internazionali  UNINT;06a;Gettito esami di stato, tirocini e test pre-immatricolazioni;0
2012;05809;Roma - Università degli Studi Internazionali  UNINT;07 ;Altre entrate non necessarie per l'iscrizione;0
2012;05809;Roma - Università degli Studi Internazionali  UNINT;08 ;Altro da studenti, non costituente gettito;0
2012;05810;"Roma - Università telematica ""Guglielmo Marconi""";01 ;Gettito relativo a corsi di laurea, corsi di laurea magistrale, corsi del vecchio ordinamento;10206934
2012;05810;"Roma - Università telematica ""Guglielmo Marconi""";02 ;Gettito relativo a corsi di dottorato;0
2012;05810;"Roma - Università telematica ""Guglielmo Marconi""";03 ;Gettito relativo a corsi di specializzazione;460911
2012;05810;"Roma - Università telematica ""Guglielmo Marconi""";04 ;Gettito relativo a corsi di perfezionamento e master;746285
2012;05810;"Roma - Università telematica ""Guglielmo Marconi""";041;Gettito relativo ai tirocini formativi attivi (TFA);0
2012;05810;"Roma - Università telematica ""Guglielmo Marconi""";04a;Gettito relativo ad altri corsi;277560
2012;05810;"Roma - Università telematica ""Guglielmo Marconi""";05 ;Tassa regionale per il DSU (se riscossa da università);0
2012;05810;"Roma - Università telematica ""Guglielmo Marconi""";06a;Gettito esami di stato, tirocini e test pre-immatricolazioni;0
2012;05810;"Roma - Università telematica ""Guglielmo Marconi""";07 ;Altre entrate non necessarie per l'iscrizione;2275873
2012;05810;"Roma - Università telematica ""Guglielmo Marconi""";08 ;Altro da studenti, non costituente gettito;123673
2012;05811;"Roma - Università telematica ""Unitelma Sapienza""";01 ;Gettito relativo a corsi di laurea, corsi di laurea magistrale, corsi del vecchio ordinamento;2121670,95
2012;05811;"Roma - Università telematica ""Unitelma Sapienza""";02 ;Gettito relativo a corsi di dottorato;0
2012;05811;"Roma - Università telematica ""Unitelma Sapienza""";03 ;Gettito relativo a corsi di specializzazione;0
2012;05811;"Roma - Università telematica ""Unitelma Sapienza""";04 ;Gettito relativo a corsi di perfezionamento e master;1544878,82
2012;05811;"Roma - Università telematica ""Unitelma Sapienza""";041;Gettito relativo ai tirocini formativi attivi (TFA);0
2012;05811;"Roma - Università telematica ""Unitelma Sapienza""";04a;Gettito relativo ad altri corsi;231075,68
2012;05811;"Roma - Università telematica ""Unitelma Sapienza""";05 ;Tassa regionale per il DSU (se riscossa da università);0
2012;05811;"Roma - Università telematica ""Unitelma Sapienza""";06a;Gettito esami di stato, tirocini e test pre-immatricolazioni;0
2012;05811;"Roma - Università telematica ""Unitelma Sapienza""";07 ;Altre entrate non necessarie per l'iscrizione;0
2012;05811;"Roma - Università telematica ""Unitelma Sapienza""";08 ;Altro da studenti, non costituente gettito;0
2012;05812;Roma - Università Europea;01 ;Gettito relativo a corsi di laurea, corsi di laurea magistrale, corsi del vecchio ordinamento;5022559
2012;05812;Roma - Università Europea;02 ;Gettito relativo a corsi di dottorato;16850
2012;05812;Roma - Università Europea;03 ;Gettito relativo a corsi di specializzazione;50000
2012;05812;Roma - Università Europea;04 ;Gettito relativo a corsi di perfezionamento e master;338892
2012;05812;Roma - Università Europea;041;Gettito relativo ai tirocini formativi attivi (TFA);50600
2012;05812;Roma - Università Europea;04a;Gettito relativo ad altri corsi;3219
2012;05812;Roma - Università Europea;05 ;Tassa regionale per il DSU (se riscossa da università);0
2012;05812;Roma - Università Europea;06a;Gettito esami di stato, tirocini e test pre-immatricolazioni;0
2012;05812;Roma - Università Europea;07 ;Altre entrate non necessarie per l'iscrizione;0
2012;05812;Roma - Università Europea;08 ;Altro da studenti, non costituente gettito;0
2012;05813;"Roma - Università telematica internazionale ""UNINETTUNO""";01 ;Gettito relativo a corsi di laurea, corsi di laurea magistrale, corsi del vecchio ordinamento;5512825
2012;05813;"Roma - Università telematica internazionale ""UNINETTUNO""";02 ;Gettito relativo a corsi di dottorato;0
2012;05813;"Roma - Università telematica internazionale ""UNINETTUNO""";03 ;Gettito relativo a corsi di specializzazione;0
2012;05813;"Roma - Università telematica internazionale ""UNINETTUNO""";04 ;Gettito relativo a corsi di perfezionamento e master;75488
2012;05813;"Roma - Università telematica internazionale ""UNINETTUNO""";041;Gettito relativo ai tirocini formativi attivi (TFA);0
2012;05813;"Roma - Università telematica internazionale ""UNINETTUNO""";04a;Gettito relativo ad altri corsi;0
2012;05813;"Roma - Università telematica internazionale ""UNINETTUNO""";05 ;Tassa regionale per il DSU (se riscossa da università);0
2012;05813;"Roma - Università telematica internazionale ""UNINETTUNO""";06a;Gettito esami di stato, tirocini e test pre-immatricolazioni;0
2012;05813;"Roma - Università telematica internazionale ""UNINETTUNO""";07 ;Altre entrate non necessarie per l'iscrizione;0
2012;05813;"Roma - Università telematica internazionale ""UNINETTUNO""";08 ;Altro da studenti, non costituente gettito;0
2012;05814;Roma - Universitas Mercatorum;01 ;Gettito relativo a corsi di laurea, corsi di laurea magistrale, corsi del vecchio ordinamento;217587
2012;05814;Roma - Universitas Mercatorum;02 ;Gettito relativo a corsi di dottorato;0
2012;05814;Roma - Universitas Mercatorum;03 ;Gettito relativo a corsi di specializzazione;0
2012;05814;Roma - Universitas Mercatorum;04 ;Gettito relativo a corsi di perfezionamento e master;660000
2012;05814;Roma - Universitas Mercatorum;041;Gettito relativo ai tirocini formativi attivi (TFA);0
2012;05814;Roma - Universitas Mercatorum;04a;Gettito relativo ad altri corsi;0
2012;05814;Roma - Universitas Mercatorum;05 ;Tassa regionale per il DSU (se riscossa da università);2100
2012;05814;Roma - Universitas Mercatorum;06a;Gettito esami di stato, tirocini e test pre-immatricolazioni;0
2012;05814;Roma - Universitas Mercatorum;07 ;Altre entrate non necessarie per l'iscrizione;0
2012;05814;Roma - Universitas Mercatorum;08 ;Altro da studenti, non costituente gettito;0
2012;05815;Roma - Università telematica Niccolò Cusano (già UNISU);01 ;Gettito relativo a corsi di laurea, corsi di laurea magistrale, corsi del vecchio ordinamento;20425936
2012;05815;Roma - Università telematica Niccolò Cusano (già UNISU);02 ;Gettito relativo a corsi di dottorato;0
2012;05815;Roma - Università telematica Niccolò Cusano (già UNISU);03 ;Gettito relativo a corsi di specializzazione;16844
2012;05815;Roma - Università telematica Niccolò Cusano (già UNISU);04 ;Gettito relativo a corsi di perfezionamento e master;94610
2012;05815;Roma - Università telematica Niccolò Cusano (già UNISU);041;Gettito relativo ai tirocini formativi attivi (TFA);1377836
2012;05815;Roma - Università telematica Niccolò Cusano (già UNISU);04a;Gettito relativo ad altri corsi;277001
2012;05815;Roma - Università telematica Niccolò Cusano (già UNISU);05 ;Tassa regionale per il DSU (se riscossa da università);0
2012;05815;Roma - Università telematica Niccolò Cusano (già UNISU);06a;Gettito esami di stato, tirocini e test pre-immatricolazioni;0
2012;05815;Roma - Università telematica Niccolò Cusano (già UNISU);07 ;Altre entrate non necessarie per l'iscrizione;982504
2012;05815;Roma - Università telematica Niccolò Cusano (già UNISU);08 ;Altro da studenti, non costituente gettito;0
2012;05816;"Roma - Università telematica ""San Raffaele"" - già ""UNITEL""";01 ;Gettito relativo a corsi di laurea, corsi di laurea magistrale, corsi del vecchio ordinamento;1099623,91
2012;05816;"Roma - Università telematica ""San Raffaele"" - già ""UNITEL""";02 ;Gettito relativo a corsi di dottorato;0
2012;05816;"Roma - Università telematica ""San Raffaele"" - già ""UNITEL""";03 ;Gettito relativo a corsi di specializzazione;0
2012;05816;"Roma - Università telematica ""San Raffaele"" - già ""UNITEL""";04 ;Gettito relativo a corsi di perfezionamento e master;135659,24
2012;05816;"Roma - Università telematica ""San Raffaele"" - già ""UNITEL""";041;Gettito relativo ai tirocini formativi attivi (TFA);0
2012;05816;"Roma - Università telematica ""San Raffaele"" - già ""UNITEL""";04a;Gettito relativo ad altri corsi;0
2012;05816;"Roma - Università telematica ""San Raffaele"" - già ""UNITEL""";05 ;Tassa regionale per il DSU (se riscossa da università);0
2012;05816;"Roma - Università telematica ""San Raffaele"" - già ""UNITEL""";06a;Gettito esami di stato, tirocini e test pre-immatricolazioni;0
2012;05816;"Roma - Università telematica ""San Raffaele"" - già ""UNITEL""";07 ;Altre entrate non necessarie per l'iscrizione;0
2012;05816;"Roma - Università telematica ""San Raffaele"" - già ""UNITEL""";08 ;Altro da studenti, non costituente gettito;0
2012;05817;Roma - Link Campus University;01 ;Gettito relativo a corsi di laurea, corsi di laurea magistrale, corsi del vecchio ordinamento;1923086,54
2012;05817;Roma - Link Campus University;02 ;Gettito relativo a corsi di dottorato;0
2012;05817;Roma - Link Campus University;03 ;Gettito relativo a corsi di specializzazione;0
2012;05817;Roma - Link Campus University;04 ;Gettito relativo a corsi di perfezionamento e master;77625
2012;05817;Roma - Link Campus University;041;Gettito relativo ai tirocini formativi attivi (TFA);0
2012;05817;Roma - Link Campus University;04a;Gettito relativo ad altri corsi;5094
2012;05817;Roma - Link Campus University;05 ;Tassa regionale per il DSU (se riscossa da università);0
2012;05817;Roma - Link Campus University;06a;Gettito esami di stato, tirocini e test pre-immatricolazioni;0
2012;05817;Roma - Link Campus University;07 ;Altre entrate non necessarie per l'iscrizione;110900
2012;05817;Roma - Link Campus University;08 ;Altro da studenti, non costituente gettito;0
2012;06001;Cassino - Università degli studi;01 ;Gettito relativo a corsi di laurea, corsi di laurea magistrale, corsi del vecchio ordinamento;6170100
2012;06001;Cassino - Università degli studi;02 ;Gettito relativo a corsi di dottorato;29900
2012;06001;Cassino - Università degli studi;03 ;Gettito relativo a corsi di specializzazione;0
2012;06001;Cassino - Università degli studi;04 ;Gettito relativo a corsi di perfezionamento e master;90000
2012;06001;Cassino - Università degli studi;041;Gettito relativo ai tirocini formativi attivi (TFA);164500
2012;06001;Cassino - Università degli studi;04a;Gettito relativo ad altri corsi;67067
2012;06001;Cassino - Università degli studi;05 ;Tassa regionale per il DSU (se riscossa da università);0
2012;06001;Cassino - Università degli studi;06a;Gettito esami di stato, tirocini e test pre-immatricolazioni;110750
2012;06001;Cassino - Università degli studi;07 ;Altre entrate non necessarie per l'iscrizione;256450
2012;06001;Cassino - Università degli studi;08 ;Altro da studenti, non costituente gettito;141449
2012;06201;Benevento - Università degli studi del Sannio;01 ;Gettito relativo a corsi di laurea, corsi di laurea magistrale, corsi del vecchio ordinamento;5152334
2012;06201;Benevento - Università degli studi del Sannio;02 ;Gettito relativo a corsi di dottorato;44803
2012;06201;Benevento - Università degli studi del Sannio;03 ;Gettito relativo a corsi di specializzazione;0
2012;06201;Benevento - Università degli studi del Sannio;04 ;Gettito relativo a corsi di perfezionamento e master;29197
2012;06201;Benevento - Università degli studi del Sannio;041;Gettito relativo ai tirocini formativi attivi (TFA);162000
2012;06201;Benevento - Università degli studi del Sannio;04a;Gettito relativo ad altri corsi;77985
2012;06201;Benevento - Università degli studi del Sannio;05 ;Tassa regionale per il DSU (se riscossa da università);908676
2012;06201;Benevento - Università degli studi del Sannio;06a;Gettito esami di stato, tirocini e test pre-immatricolazioni;161800
2012;06201;Benevento - Università degli studi del Sannio;07 ;Altre entrate non necessarie per l'iscrizione;0
2012;06201;Benevento - Università degli studi del Sannio;08 ;Altro da studenti, non costituente gettito;97252
2012;06202;"Benevento - Università telematica ""Giustino Fortunato""";01 ;Gettito relativo a corsi di laurea, corsi di laurea magistrale, corsi del vecchio ordinamento;1138575
2012;06202;"Benevento - Università telematica ""Giustino Fortunato""";02 ;Gettito relativo a corsi di dottorato;0
2012;06202;"Benevento - Università telematica ""Giustino Fortunato""";03 ;Gettito relativo a corsi di specializzazione;0
2012;06202;"Benevento - Università telematica ""Giustino Fortunato""";04 ;Gettito relativo a corsi di perfezionamento e master;791380
2012;06202;"Benevento - Università telematica ""Giustino Fortunato""";041;Gettito relativo ai tirocini formativi attivi (TFA);0
2012;06202;"Benevento - Università telematica ""Giustino Fortunato""";04a;Gettito relativo ad altri corsi;48450
2012;06202;"Benevento - Università telematica ""Giustino Fortunato""";05 ;Tassa regionale per il DSU (se riscossa da università);0
2012;06202;"Benevento - Università telematica ""Giustino Fortunato""";06a;Gettito esami di stato, tirocini e test pre-immatricolazioni;0
2012;06202;"Benevento - Università telematica ""Giustino Fortunato""";07 ;Altre entrate non necessarie per l'iscrizione;27167
2012;06202;"Benevento - Università telematica ""Giustino Fortunato""";08 ;Altro da studenti, non costituente gettito;8070
2012;06301;"Napoli - Università degli studi ""Federico II""";01 ;Gettito relativo a corsi di laurea, corsi di laurea magistrale, corsi del vecchio ordinamento;59361227,55
2012;06301;"Napoli - Università degli studi ""Federico II""";02 ;Gettito relativo a corsi di dottorato;628918,56
2012;06301;"Napoli - Università degli studi ""Federico II""";03 ;Gettito relativo a corsi di specializzazione;3684010,31
2012;06301;"Napoli - Università degli studi ""Federico II""";04 ;Gettito relativo a corsi di perfezionamento e master;1236061,49
2012;06301;"Napoli - Università degli studi ""Federico II""";041;Gettito relativo ai tirocini formativi attivi (TFA);566513,72
2012;06301;"Napoli - Università degli studi ""Federico II""";04a;Gettito relativo ad altri corsi;0
2012;06301;"Napoli - Università degli studi ""Federico II""";05 ;Tassa regionale per il DSU (se riscossa da università);0
2012;06301;"Napoli - Università degli studi ""Federico II""";06a;Gettito esami di stato, tirocini e test pre-immatricolazioni;3297127,37
2012;06301;"Napoli - Università degli studi ""Federico II""";07 ;Altre entrate non necessarie per l'iscrizione;669567,79
2012;06301;"Napoli - Università degli studi ""Federico II""";08 ;Altro da studenti, non costituente gettito;1275726,58
2012;06302;"Napoli - Università degli studi ""Parthenope""";01 ;Gettito relativo a corsi di laurea, corsi di laurea magistrale, corsi del vecchio ordinamento;10418245
2012;06302;"Napoli - Università degli studi ""Parthenope""";02 ;Gettito relativo a corsi di dottorato;55395
2012;06302;"Napoli - Università degli studi ""Parthenope""";03 ;Gettito relativo a corsi di specializzazione;0
2012;06302;"Napoli - Università degli studi ""Parthenope""";04 ;Gettito relativo a corsi di perfezionamento e master;185847
2012;06302;"Napoli - Università degli studi ""Parthenope""";041;Gettito relativo ai tirocini formativi attivi (TFA);165000
2012;06302;"Napoli - Università degli studi ""Parthenope""";04a;Gettito relativo ad altri corsi;69513
2012;06302;"Napoli - Università degli studi ""Parthenope""";05 ;Tassa regionale per il DSU (se riscossa da università);0
2012;06302;"Napoli - Università degli studi ""Parthenope""";06a;Gettito esami di stato, tirocini e test pre-immatricolazioni;399643
2012;06302;"Napoli - Università degli studi ""Parthenope""";07 ;Altre entrate non necessarie per l'iscrizione;269972
2012;06302;"Napoli - Università degli studi ""Parthenope""";08 ;Altro da studenti, non costituente gettito;247838
2012;06303;"Napoli - Università degli studi ""L' Orientale""";01 ;Gettito relativo a corsi di laurea, corsi di laurea magistrale, corsi del vecchio ordinamento;7252408
2012;06303;"Napoli - Università degli studi ""L' Orientale""";02 ;Gettito relativo a corsi di dottorato;34234
2012;06303;"Napoli - Università degli studi ""L' Orientale""";03 ;Gettito relativo a corsi di specializzazione;0
2012;06303;"Napoli - Università degli studi ""L' Orientale""";04 ;Gettito relativo a corsi di perfezionamento e master;0
2012;06303;"Napoli - Università degli studi ""L' Orientale""";041;Gettito relativo ai tirocini formativi attivi (TFA);0
2012;06303;"Napoli - Università degli studi ""L' Orientale""";04a;Gettito relativo ad altri corsi;6579
2012;06303;"Napoli - Università degli studi ""L' Orientale""";05 ;Tassa regionale per il DSU (se riscossa da università);0
2012;06303;"Napoli - Università degli studi ""L' Orientale""";06a;Gettito esami di stato, tirocini e test pre-immatricolazioni;0
2012;06303;"Napoli - Università degli studi ""L' Orientale""";07 ;Altre entrate non necessarie per l'iscrizione;0
2012;06303;"Napoli - Università degli studi ""L' Orientale""";08 ;Altro da studenti, non costituente gettito;100381
2012;06304;"Napoli - Università degli studi ""Suor Orsola Benincasa""";01 ;Gettito relativo a corsi di laurea, corsi di laurea magistrale, corsi del vecchio ordinamento;15929630
2012;06304;"Napoli - Università degli studi ""Suor Orsola Benincasa""";02 ;Gettito relativo a corsi di dottorato;3055
2012;06304;"Napoli - Università degli studi ""Suor Orsola Benincasa""";03 ;Gettito relativo a corsi di specializzazione;175202
2012;06304;"Napoli - Università degli studi ""Suor Orsola Benincasa""";04 ;Gettito relativo a corsi di perfezionamento e master;748918
2012;06304;"Napoli - Università degli studi ""Suor Orsola Benincasa""";041;Gettito relativo ai tirocini formativi attivi (TFA);55400
2012;06304;"Napoli - Università degli studi ""Suor Orsola Benincasa""";04a;Gettito relativo ad altri corsi;433733
